date,S,Hokkaido,Aomori,Iwate,Miyagi,Akita,Yamagata,Fukushima,Ibaraki,Tochigi,Gunma,Saitama,Chiba,Tokyo,Kanagawa,Niigata,Toyama,Ishikawa,Fukui,Yamanashi,Nagano,Gifu,Shizuoka,Aichi,Mie,Shiga,Kyoto,Osaka,Hyogo,Nara,Wakayama,Tottori,Shimane,Okayama,Hiroshima,Yamaguchi,Tokushima,Kagawa,Ehime,Kochi,Fukuoka,Saga,Nagasaki,Kumamoto,Oita,Miyazaki,Kagoshima,Okinawa
2023-04-27,3.693589790207013,0.04213009795786991,0.030333669969666334,0.026176833973823168,0.024379282975620725,0.047298055952701944,0.022469384977530617,0.029097853970902147,0.01999775298000225,0.017189079982810922,0.017638467982361537,0.019098977980901023,0.015728569984271433,0.01673969198326031,0.01123469298876531,0.03932142496067858,0.04819683195180318,0.035389281964610726,0.016177957983822044,0.03201887396798113,0.04044489395955511,0.04213009795786991,0.013481630986518372,0.018986630981013372,0.019323670980676333,0.0126952029873048,0.023143466976856538,0.021570609978429394,0.009886529990113472,0.0126952029873048,0.005954386994045614,0.02134591597865409,0.006628468993371531,0.011122345988877656,0.022357038977642962,0.010448263989551737,0.007864284992135716,0.018424895981575106,0.0126952029873048,0.010672957989327044,0.011459386988540614,0.009549488990450512,0.01449275398550725,0.006965508993034492,0.014942140985057861,0.013144589986855412,0.013706324986293678,0.06325131993674869
2023-05-04,3.6800663143746926,0.03662034000000001,0.027244650000000002,0.026913744000000003,0.018089565000000002,0.047981469000000006,0.025700419000000002,0.038826384000000005,0.018420472000000004,0.017317450000000005,0.014228987000000002,0.016986543000000003,0.015552614000000001,0.015552614000000001,0.010919921000000003,0.040480918000000005,0.03540701500000001,0.03518641100000001,0.006507831000000001,0.025810721000000002,0.046878447000000004,0.046657842000000005,0.013898081000000001,0.019082285000000004,0.018861681000000005,0.014008383000000001,0.019413192000000003,0.021619237000000003,0.007169645000000001,0.008382969000000002,0.009485992000000002,0.021729539000000003,0.017207148000000002,0.016986543000000003,0.021067726000000002,0.007279947000000001,0.007721156000000002,0.021619237000000003,0.010147805000000001,0.009044783000000002,0.022170748000000004,0.013567174000000003,0.014780499000000002,0.007721156000000002,0.018751379000000002,0.009265387000000002,0.009816898000000001,0.07191705300000001
2023-05-11,3.781490921459112,0.03495550396504449,0.02621662797378337,0.024933856975066143,0.02549506897450493,0.024532990975467007,0.025575242974424758,0.025254549974745452,0.02172692997827307,0.02116571797883428,0.019321734980678264,0.0242122989757877,0.02469333797530666,0.019241561980758437,0.018680349981319646,0.03447446496552554,0.033432213966567786,0.03928485496071514,0.014992383985007613,0.03383307896616692,0.02926320897073679,0.027739917972260077,0.016756192983243805,0.027419225972580775,0.01739757898260242,0.01459151798540848,0.016275153983724845,0.014832036985167961,0.013469092986530906,0.020444158979555836,0.010823377989176621,0.021566583978433414,0.012907880987092118,0.012025975987974025,0.018520002981479995,0.012186321987813676,0.013228573986771425,0.024532990975467007,0.011544936988455061,0.010181992989818006,0.019241561980758437,0.013549265986450733,0.015473422984526577,0.016515673983484327,0.019241561980758437,0.01659584698340415,0.012988053987011946,0.04866511695133488
2023-05-18,3.7577744732969522,0.03290189899999999,0.016632393999999998,0.03477682399999999,0.027216643999999998,0.025583645999999998,0.025039312999999994,0.025220756999999996,0.026974718999999998,0.018567799999999995,0.017358170999999995,0.026732792999999998,0.024132090999999998,0.021349945999999998,0.019958872999999995,0.036954154999999995,0.024978830999999996,0.03858715399999999,0.015059876999999998,0.03435345299999999,0.026611829999999993,0.02866819899999999,0.014394580999999997,0.027277125999999995,0.014696987999999996,0.012519655999999999,0.017902503999999996,0.014334098999999998,0.015846134999999997,0.020140316999999998,0.010765694999999999,0.019595983999999997,0.009374621999999999,0.012701100999999996,0.013668803999999998,0.013366396999999997,0.009797991999999998,0.019172613999999998,0.015785653999999996,0.010281842999999999,0.018688762999999997,0.012096285999999998,0.023950646999999995,0.013910728999999998,0.016813837999999998,0.013971210999999997,0.015967098,0.06531994699999999
2023-05-25,3.7720174000113333,0.03459956396540043,0.018570045981429955,0.03611178296388822,0.03084926196915074,0.025465762974534237,0.01984030998015969,0.02159448297840552,0.023167190976832813,0.01971933198028067,0.01348899098651101,0.025949672974050327,0.031514637968485366,0.02395354497604646,0.02074764097925236,0.025828695974171305,0.016876360983123638,0.033752721966247276,0.01844906798155093,0.034962496965037504,0.02534478597465522,0.022985724977014274,0.01693684998306315,0.028792644971207353,0.01645293998354706,0.010706508989293491,0.015727074984272924,0.016634405983365595,0.014275344985724655,0.019900797980099205,0.016150495983849506,0.017299781982700217,0.008891845991108155,0.016271473983728527,0.01439632198560368,0.014698765985301234,0.018328090981671912,0.0096781999903218,0.014577788985422212,0.010887974989112025,0.018630534981369466,0.018630534981369466,0.025768206974231794,0.01494072098505928,0.0139729009860271,0.02002177597997823,0.021050084978949918,0.06260585493739415
2023-06-01,3.764011840397986,0.032598133934803736,0.016663427966673146,0.03128643593742713,0.025796734948406532,0.017732218964535564,0.02404780395190439,0.015594636968810726,0.024339292951321416,0.017246404965507188,0.014914496970171007,0.02803148094393704,0.03235522693528955,0.025699571948600855,0.021278662957442674,0.023319082953361835,0.016274776967450447,0.033909832932180334,0.01506024096987952,0.029634667940730667,0.024193547951612906,0.02574815394850369,0.017489311965021376,0.02599106094801788,0.021910221956179556,0.01199961097600078,0.017052078965895844,0.016177613967644774,0.014040030971919937,0.021910221956179556,0.013505634972988732,0.020598522958802955,0.01112514597774971,0.012971239974057521,0.014914496970171007,0.015934706968130586,0.015643217968713565,0.01365137997269724,0.014331519971336961,0.011902448976195103,0.020647104958705788,0.02302759395394481,0.02035561595928877,0.017197823965604354,0.014428681971142637,0.014671589970656821,0.02603964194792072,0.0767586468464827
2023-06-08,3.773391880118431,0.028127988943744024,0.015085644969828711,0.021172071957655858,0.022171984955656032,0.011390313977219372,0.018520128962959743,0.01721589396556821,0.021606816956786366,0.015216067969567863,0.015998608968002783,0.028301886943396228,0.028084513943830974,0.026041213947917575,0.021867663956264674,0.023867489952265022,0.01830275596339449,0.02860620794278759,0.01717241996565516,0.024693504950612993,0.02017215895965568,0.023867489952265022,0.01638987896722024,0.027301973945396053,0.02456308095087384,0.013564037972871925,0.017954959964090078,0.0188244499623511,0.014259629971480742,0.02017215895965568,0.01621598096756804,0.018607077962785844,0.011998956976002086,0.013085818973828364,0.01704199596591601,0.019128770961742456,0.01925919496148161,0.016085557967828883,0.016172506967654987,0.015129118969741763,0.025041300949917397,0.023867489952265022,0.019389617961220768,0.023606642952786715,0.014781322970437355,0.01799843496400313,0.032040691935918617,0.08003651883992696
2023-06-15,3.7176890793580633,0.022246464066739392,0.012389449037168347,0.018506253055518757,0.019051701057155104,0.01094791003284373,0.01612966104838898,0.014649160043947479,0.02294775406884326,0.013324502039973506,0.014688121044064362,0.027350294082050884,0.029493123088479366,0.022791912068375737,0.023025675069077024,0.018778977056336927,0.01909066105727198,0.024506175073518526,0.014999805044999415,0.02509058307527175,0.016090700048272098,0.022752951068258854,0.021662056064986168,0.028129505084388513,0.024311373072934118,0.014727081044181242,0.018194569054583706,0.01772704305318113,0.014649160043947479,0.02103868806311606,0.017337437052012312,0.0179997660539993,0.011493357034480069,0.013441384040324153,0.016986792050960375,0.015311489045934466,0.014649160043947479,0.013519305040557915,0.01515564704546694,0.014532279043596837,0.023064636069193907,0.024467215073401643,0.02002571406007714,0.02485682007457046,0.015584213046752638,0.02290879306872638,0.037402112112206336,0.11197257233591772
2023-06-22,3.669380202098579,0.01812510801812511,0.014624848014624848,0.01937272601937273,0.016184370016184373,0.010743372010743373,0.01289204601289205,0.017674580017674583,0.022457113022457117,0.013723791013723794,0.013342575013342578,0.02488303602488304,0.026927742026927746,0.02155605602155606,0.021036216021036218,0.014347600014347602,0.01393172801393173,0.020273783020273786,0.01289204601289205,0.022907642022907643,0.01646161801646162,0.02581874902581875,0.020135159020135164,0.027828799027828807,0.021902617021902618,0.014902097014902098,0.017050771017050773,0.01788251601788252,0.016704211016704214,0.01933807001933807,0.01795182801795183,0.016496274016496275,0.011852365011852366,0.012753422012753424,0.016322994016322995,0.0157684980157685,0.01583781001583781,0.015491249015491251,0.014312944014312946,0.017639924017639926,0.01996187801996188,0.02425922702425923,0.018333045018333046,0.03032403403032404,0.014347600014347602,0.025021660025021666,0.040582221040582234,0.13682204113682206
2023-06-29,3.6685671331369343,0.017184873000000003,0.012767534000000002,0.017868848000000003,0.017241871000000002,0.009547152000000001,0.011342586000000002,0.017697854000000002,0.021431218000000002,0.015474935000000004,0.012682037000000002,0.020661746000000005,0.028185471000000007,0.019521787000000002,0.017954345000000003,0.014192482000000001,0.010573114000000002,0.019778278000000003,0.012055060000000001,0.022941663000000004,0.016842885000000002,0.024110120000000002,0.018752316000000005,0.026105047000000006,0.020661746000000005,0.015645929000000003,0.017156374000000002,0.016899883,0.016472399000000002,0.022485679000000005,0.020889738000000005,0.018182336000000004,0.011627576000000004,0.014591467000000002,0.019607284000000003,0.016757388000000005,0.015560432000000004,0.019407792000000004,0.017412864,0.015474935000000004,0.020547750000000004,0.026903018000000004,0.019749779000000002,0.027302003000000005,0.017897347000000004,0.027529995000000005,0.03841659800000001,0.13790646600000003
